CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL490806	491697	CHEMBL490806	491697		1t	265.31	4.19	48.39	0	COc1ccc2cc(oc2c1)\C=C\c3ccc(N)cc3	2466520	IC50	=	5440	nM	5.26	IC50	=	5.44	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL2407101	1572500	CHEMBL2407101	1572500		5a	386.44	4.11	74.22	0	CCOCCCOc1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1OC	13394756	IC50	=	5800	nM	5.24	IC50	=	5.8	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	974299	CHEMBL2411729	B	Inhibition of amyloid beta (1-42) self-mediated aggregation (unknown origin) after 5 days by thioflavin T fluorescence method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74341	CHEMBL2406947	23786711	Eur. J. Med. Chem.	2013	66		22					
CHEMBL2402159	1569747	CHEMBL2402159	1569747		10c	378.38	4.49	115.86	0	Oc1cc(O)cc(\C=C\c2ccc(NCc3cc(ccc3O)[N+](=O)[O-])cc2)c1	13378603	IC50	=	7060	nM	5.15	IC50	=	7.06	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	969908	CHEMBL2404861	B	Inhibition of self-mediated amyloid beta (1 to 42) aggregation (unknown origin) after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74250	CHEMBL2401626	23799643	J. Med. Chem.	2013	56	14	5843					
CHEMBL2436692	1585844	CHEMBL2436692	1585844		13u	526.68	5.11	70.84	2	O=C1C=COc2cc(OCCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)ccc12	13487355	IC50	=	11500	nM	4.94	IC50	=	11.5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
CHEMBL2436694	1585846	CHEMBL2436694	1585846		13b	588.75	6.39	70.84	2	O=C1C=C(Oc2cc(OCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7	13487374	IC50	=	13700	nM	4.86	IC50	=	13.7	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	986881	CHEMBL2438745	B	Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			75216	CHEMBL2434826	24095756	Eur. J. Med. Chem.	2013	69		632					
CHEMBL2381402	1560811	CHEMBL2381402	1560811		17	377.44	3.86	59.75	0	COc1ccc2C=C(C(=O)CN3CCC(CC3)c4ccccc4)C(=O)Oc2c1	13312917	IC50	=	14000	nM	4.85	IC50	=	14	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	959704	CHEMBL2383024	B	Inhibition of amyloid beta ((1 to 42) (unknown origin) oligomer assembly after 30 mins by biotinyl-streptavidin assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			73569	CHEMBL2380294	23540646	Bioorg. Med. Chem. Lett.	2013	23	9	2614					
CHEMBL3814813	2089526	CHEMBL3814813	2089526		3o	202.26	2.03	63.83	0	CCCNc1nc(N)nc2ccccc12	16609311	IC50	=	14900	nM	4.83	IC50	=	14.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582046	CHEMBL3817084	B	Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL3814909	2089533	CHEMBL3814909	2089533		4e	280.33	2.83	73.06	0	COc1ccc(CNc2nc(N)c3ccccc3n2)cc1	16609266	IC50	>	25000	nM		IC50	>	25	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1582047	CHEMBL3817085	B	Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL145	37812	CHEMBL145	37812	CAFFEIC ACID	Caffeic acid	180.16	1.2	77.76	0	OC(=O)\C=C\c1ccc(O)c(O)c1	12042445	IC50	=	32800	nM	4.48	IC50	=	32.8	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	849223	CHEMBL2148592	B	Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			65287	CHEMBL2146368	22921742	Bioorg. Med. Chem.	2012	20	19	5844					
CHEMBL3582133	1948196	CHEMBL3582133	1948196		8, Nodulisporiviridin H	342.39	2.61	87.74	0	C[C@@]12CC[C@H](O)c3coc(C(=O)C4=C1C[C@@H](O)[C@@]5(C)[C@H]4CCC5=O)c23	15612249	IC50	=	43500	nM	4.36	IC50	=	43.5	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1500025	CHEMBL3584021	B	Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation incubated at 37 degC for 16 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			92512	CHEMBL3580580	25978520	J. Nat. Prod.	2015	78	6	1221					
CHEMBL3099500	1610279	CHEMBL3099500	1610279		2c	1151.42				CN(CCCCNc1c2CCCCc2nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)OCc6ccccc6)cccc13)CCCNc7c8CCCCc8nc9ccccc79	13861789	IC50	=	51000	nM	4.29	IC50	=	51	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1281566	CHEMBL3102251	B	Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) after 24 hrs by ThT-based fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			76306	CHEMBL3098022	24900626	ACS Med. Chem. Lett.	2013	4	12	1178					
CHEMBL194692	328318	CHEMBL194692	328318		11g	326.29	4.87	37.3	0	CC(C)(C(=O)O)c1ccc(c(F)c1)c2ccc(cc2)C(F)(F)F	1606148	IC50	=	70600	nM	4.15	IC50	=	70.6	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	322428	CHEMBL873550	F	Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL194274	328269	CHEMBL194274	328269		5j	300.35	4.9	37.3	0	CC(C(=O)O)c1ccc(c(F)c1)c2csc3ccccc23	1606025	IC50	=	83000	nM	4.08	IC50	=	83	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	322428	CHEMBL873550	F	Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL196946	328308	CHEMBL196946	328308		11d	312.37	4.82	37.3	0	OC(=O)C1(CC1)c2ccc(c(F)c2)c3csc4ccccc34	1606121	IC50	=	96300	nM	4.02	IC50	=	96.3	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	322428	CHEMBL873550	F	Inhibitory concentration against beta-amyloid-42 (Abeta42) secretion was evaluated in human neuroglioma cells (H4-APP695NL)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL2386874	1563645	CHEMBL2386874	1563645		15, SEN-1269	322.37	3.78	70.51	0	CN(C)c1cccc(Oc2cnc(Nc3cccc(O)c3)nc2)c1	13328418	IC50	=	100000	nM	4	IC50	=	100	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	961352	CHEMBL2390679	B	Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) at 4:1 compound to protein concentration after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			73707	CHEMBL2385058	23484434	J. Med. Chem.	2013	56	11	4135					
CHEMBL149082	247406	CHEMBL149082	247406	TRAMIPROSATE	10, Alzhemed	139.18	-.78	80.39	0	NCCCS(=O)(=O)O	13328423	IC50	=	100000	nM	4	IC50	=	100	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	961352	CHEMBL2390679	B	Inhibition of amyloid beta (1 to 42) aggregation (unknown origin) at 4:1 compound to protein concentration after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			73707	CHEMBL2385058	23484434	J. Med. Chem.	2013	56	11	4135					
CHEMBL3692700	2025926	CHEMBL3692700	2025926		BDBM162708	581.08	6.54	75.27	2	FC(F)(F)c1ccc(\C=C\C(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)cc1	17686392	IC50	=	200000	nM		IC50	=	200000	nM	305522	Outside typical range	0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528527	CHEMBL3705939	B	In Vitro Inhibition Assay: The assay protocol employed was a modified version of that described in Li et al., 2000, Proc. Nat'l Acad. Sci. USA 97:6183-643, incorporated herein by reference. Briefly, recombinant peptide substrate was incubated with γ-secretase (40 μg/ml) in the presence or absence of test compound. The reaction mixture contained 0.25% CHAPSO, 0.1 μg/μl BSA, protease inhibitor, 50 mM PIPES, pH 7.0, 5 mM MgCl2, 5 mM CaCl2 and 150 mM KCl. The reaction was incubated for 2.5 hr at 37° C. and stopped by adding RIPA buffer (150 mM NaCl, 1.0% NP-40, 0.5% sodium deoxycholate, 0.1% SDS, 50 mM Tris HCl, pH 8.0). The products were detected with various antibody combinations using electrochemiluminescence (ECL) technology as previously described in Li et al., 2000, Proc. Nat'l Acad. Sci. USA 97:6183-643; Lai et al., 2003, J. Biol. Chem. 278: 22475-22481; and Yin et al., 2007, J. Biol. Chem. 282:23639-23644.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94914	CHEMBL3638912			2015								
CHEMBL2402064	1569651	CHEMBL2402064	1569651		5a	361.44	5.19	50.72	1	COc1cc(OC)cc(\C=C\c2ccc(NCc3ccccc3O)cc2)c1	13378600	IC50					IC50				Not Determined		0	BAO_0000190			969908	CHEMBL2404861	B	Inhibition of self-mediated amyloid beta (1 to 42) aggregation (unknown origin) after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74250	CHEMBL2401626	23799643	J. Med. Chem.	2013	56	14	5843					
CHEMBL2402068	1569655	CHEMBL2402068	1569655		5e	395.89	5.85	50.72	1	COc1cc(OC)cc(\C=C\c2ccc(NCc3cc(Cl)ccc3O)cc2)c1	13378596	IC50					IC50				Not Determined		0	BAO_0000190			969908	CHEMBL2404861	B	Inhibition of self-mediated amyloid beta (1 to 42) aggregation (unknown origin) after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74250	CHEMBL2401626	23799643	J. Med. Chem.	2013	56	14	5843					
CHEMBL193634	328313	CHEMBL193634	328313		11f	340.39	4.5	46.53	0	OC(=O)C1(CC1)c2ccc(c(F)c2)c3ccc(cc3)C4CCOCC4	1606141	IC50					IC50			uM	Not Determined		0	BAO_0000190			321404	CHEMBL880639	B	Concentration required to inhibit A beta 40 peptide 100 uM; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL194645	328274	CHEMBL194645	328274		5l	245.25	3.08	50.19	0	CC(C(=O)O)c1ccc(c(F)c1)c2ccncc2	1606035	IC50					IC50			uM	Not Determined		0	BAO_0000190			321380	CHEMBL881758	B	Concentration required to inhibit A beta 42 peptide b; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL194760	328302	CHEMBL194760	328302		11a	256.28	3.61	37.3	0	OC(=O)C1(CC1)c2ccc(c(F)c2)c3ccccc3	1606075	IC50					IC50			uM	Not Determined		0	BAO_0000190			321401	CHEMBL880636	B	Concentration required to inhibit amyloid beta 42 peptide; nd is not determined	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			30157	CHEMBL1141070	16134939	J. Med. Chem.	2005	48	18	5705					
CHEMBL497	8193	CHEMBL497	8193	CLIOQUINOL	CQ	305.5	3.2	33.12	0	Oc1c(I)cc(Cl)c2cccnc12	13378587	IC50					IC50				Not Determined		0	BAO_0000190			969908	CHEMBL2404861	B	Inhibition of self-mediated amyloid beta (1 to 42) aggregation (unknown origin) after 48 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			74250	CHEMBL2401626	23799643	J. Med. Chem.	2013	56	14	5843					
CHEMBL3814429	2089516	CHEMBL3814429	2089516		3d	280.33	2.83	73.06	0	COc1cccc(CNc2nc(N)nc3ccccc23)c1	16609285	IC50					IC50				Not Active		0	BAO_0000190			1582047	CHEMBL3817085	B	Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99478	CHEMBL3813621	27190601	ACS Med. Chem. Lett.	2016	7	5	502					
CHEMBL3959097	2168468	CHEMBL3959097	2168468		BDBM136761	409.45	4.13	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCC(F)(F)F)cc3C24N=C(C)C(=N4)N	17678252	IC50	=	.6	nM	9.22	IC50	=	.6	nM	297422		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3961886	2171257	CHEMBL3961886	2171257		BDBM136898	381.52	3.98	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CCC4)cc3C25N=C(C)C(=N5)N	17678324	IC50	=	1.5	nM	8.82	IC50	=	1.5	nM	297494		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528825	CHEMBL3705769	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 1004, cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94822	CHEMBL3638992			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3891777	2101148	CHEMBL3891777	2101148		BDBM155098	375.52	3.95	59.97	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3[C@@]24N=C(C)C(=N4)N)C#CC5CCC5	17678241	IC50	=	2	nM	8.7	IC50	=	2	nM	297411		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3672732	2005756	CHEMBL3672732	2005756		BDBM155142	446.98	5.38	83.76	1	CO[C@@H]1CC[C@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N	15872133	IC50	=	4.5	nM	8.35	IC50	=	4.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528822	CHEMBL3705766	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94821	CHEMBL3638386			2015				749	CHEMBL3307740	SH-SY5Y		
